"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr5-14946814-14947261",1.53607110735974e-06,1.86806162815428,0.108,0.035,0.191372954981521
"chr10-5434034-5434420",1.54133595771729e-06,1.36371493088618,0.112,0.052,0.192028881628167
"chr5-67215012-67216667",1.54560429806709e-06,1.09787004277161,0.24,0.126,0.192560657078987
"chr14-65637682-65638348",1.54886795133331e-06,-5.43460872519671,0.004,0.137,0.192967262584812
"chr3-171173798-171174191",1.55047654621349e-06,1.70746332476377,0.124,0.04,0.193167670986554
"chr2-131672393-131674387",1.55106077606914e-06,0.947096094573378,0.308,0.184,0.19324045784735
"chr9-136105344-136110952",1.5514620019697e-06,-1.13772277079604,0.268,0.439,0.193290444977397
"chr1-202158905-202163449",1.55363996609422e-06,2.10336786640017,0.124,0.04,0.193561788815815
"chr11-12198576-12201523",1.55463176446929e-06,-5.43762921561991,0.008,0.142,0.193685353008171
"chr17-41329317-41329708",1.55514712451559e-06,2.02344899866377,0.124,0.043,0.193749559654899
"chr14-21103264-21104926",1.55808219828884e-06,0.364614168171782,0.68,0.604,0.194115228756013
"chr18-24076053-24076797",1.56351562342646e-06,1.00754198797518,0.432,0.239,0.194792157460209
"chr6-53300639-53303141",1.56603856335044e-06,-2.49530502815128,0.044,0.176,0.195106480453578
"chr17-41678505-41679664",1.56798188730572e-06,0.895252669023962,0.2,0.108,0.195348591411871
"chr8-132478606-132481690",1.5689169927692e-06,-1.80622272129579,0.124,0.286,0.195465092461144
"chr2-10843945-10844545",1.57190444451436e-06,1.2942073857902,0.32,0.137,0.195837287124266
"chr9-20619933-20625194",1.57526698455414e-06,0.60586364340474,0.628,0.472,0.196256212537662
"chr14-24146171-24148065",1.58272126610765e-06,0.324074819652322,0.812,0.717,0.197184911659288
"chr7-106216377-106217606",1.58347043245312e-06,1.22527178128422,0.308,0.144,0.197278247297604
"chr2-98769732-98772580",1.58719758548365e-06,1.59706558663033,0.184,0.074,0.197742598385066
"chr18-51029473-51031272",1.59017469830556e-06,0.518292962556852,0.6,0.476,0.198113504963097
"chr17-43906069-43908666",1.5923049352448e-06,0.762176470863397,0.52,0.356,0.198378902662408
"chr18-36296498-36298436",1.59495333016409e-06,0.803425668170052,0.472,0.307,0.198708855591824
"chr9-128102606-128104718",1.59710763382591e-06,0.515596504146972,0.512,0.427,0.198977251667835
"chr6-2848710-2849302",1.59982927983124e-06,-4.22172189441997,0.012,0.123,0.199316330657055
"chr4-54439807-54440339",1.5999674028987e-06,-2.89467228587795,0.028,0.117,0.199333538857537
"chr8-123160330-123161678",1.60323451849795e-06,0.923498237953245,0.26,0.142,0.199740575721585
"chr8-66612296-66614562",1.6048180831578e-06,-0.787388279862127,0.496,0.633,0.199937865708298
"chr2-234982690-234984217",1.61023464281771e-06,-1.84712169085122,0.128,0.256,0.200612693210087
"chr3-9862505-9863182",1.61719616849969e-06,1.2672639066929,0.24,0.106,0.201480001848702
"chr8-102861866-102865051",1.61907952621138e-06,-0.788430249405913,0.656,0.742,0.201714641852571
"chr4-40306980-40309899",1.62947836391374e-06,1.05208635168852,0.3,0.164,0.203010191446558
"chr10-131885283-131885809",1.64271063323715e-06,-2.52498058710482,0.028,0.155,0.204658746952483
"chr2-69913946-69915980",1.6481399697102e-06,-0.644762210703246,0.62,0.746,0.205335166266315
"chr7-42911440-42912572",1.64818183638895e-06,0.543272268596003,0.588,0.444,0.205340382268354
"chr8-821991-823325",1.65187427970363e-06,-5.56186805147856,0.004,0.15,0.205800409011156
"chr7-105962065-105963734",1.66115144463181e-06,0.417193458609735,0.564,0.447,0.206956213880898
"chrX-68894139-68895711",1.66368353316896e-06,-7.27876419024741,0.004,0.242,0.207271676663388
"chr19-7874038-7874990",1.6661509483721e-06,0.726295567025719,0.512,0.355,0.207579082053887
"chr6-139587965-139588594",1.66636954147339e-06,-2.65658822038967,0.06,0.16,0.207606315694004
"chr4-102449727-102450172",1.67736286661948e-06,1.92634531131967,0.104,0.029,0.208975930100654
"chr19-1725410-1726122",1.67801388238492e-06,-1.77894191674505,0.064,0.2,0.209057037550807
"chr6-138691782-138693766",1.68501960029978e-06,-1.17339612521998,0.228,0.416,0.209929851922948
"chr9-75238260-75239628",1.68675223392251e-06,-1.74133863336545,0.092,0.236,0.21014571381547
"chr18-35971697-35973157",1.68720423611843e-06,0.430605017607926,0.608,0.522,0.21020202696105
"chr2-134839679-134839958",1.69199978114961e-06,1.34486789322315,0.12,0.033,0.210799484734305
"chr16-20774660-20775175",1.70201379421713e-06,-3.51073180742591,0.012,0.131,0.212047090566335
"chr20-31603928-31606279",1.70902686378671e-06,0.480681492428198,0.676,0.562,0.212920820851732
"chr9-123929153-123930659",1.70933697611221e-06,0.479107565803228,0.484,0.396,0.212959456505916
"chr2-213066062-213066553",1.715862728786e-06,1.09061177890123,0.152,0.079,0.213772473928533
"chr12-124586684-124587247",1.71842334748922e-06,1.02837300901096,0.172,0.093,0.214091491170292
"chr17-64660149-64662857",1.72066069894729e-06,0.631927377158433,0.468,0.366,0.214370233839048
"chr14-39174430-39176007",1.72348125533893e-06,-0.660462135777649,0.492,0.652,0.214721635677656
"chr19-38617259-38619573",1.73108142273588e-06,0.659940589859707,0.512,0.383,0.215668510132973
"chr8-86514084-86515297",1.73250018496562e-06,-1.03214558322468,0.324,0.508,0.215845268044126
"chr10-98308700-98310017",1.73292799211583e-06,-2.17338591110559,0.06,0.2,0.215898566825743
"chr12-29148279-29149869",1.73377775648215e-06,-2.88028336716993,0.016,0.125,0.216004435569085
"chr2-231451904-231453166",1.7355622395634e-06,-2.76800392697706,0.028,0.14,0.216226757178246
"chr5-112417837-112420745",1.73585179079704e-06,0.304897541365751,0.728,0.616,0.21626283120824
"chr7-6058459-6059566",1.74108914721423e-06,0.673851772644692,0.496,0.338,0.216915332494833
"chr16-68510049-68510590",1.74447250908597e-06,-2.43202122119726,0.024,0.153,0.217336852016984
"chr15-70348874-70349625",1.75031559986465e-06,-4.63729743043761,0.004,0.123,0.218064819324737
"chr13-77025305-77027743",1.75040327462182e-06,0.403855882520836,0.672,0.557,0.218075742372034
"chr10-79487536-79488740",1.75571016992696e-06,-3.49522448584462,0.02,0.123,0.21873690723052
"chr19-12035126-12036301",1.76302310602828e-06,0.438535040471533,0.52,0.421,0.219647996687639
"chr8-143290709-143291795",1.76648578316365e-06,-1.28250688640946,0.188,0.352,0.220079397781226
"chr8-22574066-22574841",1.76708183324848e-06,-1.43330128003347,0.136,0.303,0.220153657277095
"chr2-121260473-121261105",1.7823573469669e-06,1.0240554824616,0.18,0.081,0.222056772429218
"chr18-22185262-22186195",1.78825172071128e-06,0.703287794351339,0.248,0.162,0.222791128876536
"chr19-21358615-21359609",1.79270543634878e-06,0.59765102185241,0.344,0.247,0.22334599949295
"chr18-57796666-57797694",1.79442277595241e-06,0.847192183778568,0.392,0.225,0.223559955964807
"chr6-106085718-106086698",1.79592054161695e-06,1.55954485633424,0.248,0.095,0.223746556597889
"chr14-91413036-91414042",1.80410934420708e-06,-2.83709282751648,0.024,0.145,0.224766766757384
"chr4-71186242-71188369",1.80843842697354e-06,0.829827449359498,0.44,0.311,0.225306109862926
"chr14-60327287-60328234",1.812709216594e-06,1.28778543091785,0.22,0.116,0.22583819045858
"chr1-31784773-31785542",1.81551006780114e-06,1.6057506616976,0.128,0.051,0.226187137307073
"chr12-6871169-6874179",1.819451154453e-06,-0.744908733273817,0.508,0.686,0.226678141528682
"chr5-93078487-93079149",1.81985407487098e-06,0.976749382765905,0.28,0.151,0.226728339771876
"chr7-139339915-139342233",1.82075180446448e-06,0.351310939130426,0.792,0.706,0.226840184311011
"chr12-49537717-49539391",1.82196125400225e-06,0.706077103794594,0.42,0.258,0.226990864791124
"chr5-14663674-14666557",1.82304981351601e-06,0.296909899533482,0.704,0.62,0.227126484066706
"chr12-93156074-93156538",1.82388408642649e-06,0.770036457162578,0.236,0.11,0.227230422791531
"chr1-84301379-84301774",1.82485684193242e-06,2.12163818002027,0.104,0.033,0.227351614508992
"chr17-81135690-81136655",1.82546625708189e-06,-1.52243545951125,0.128,0.25,0.227427539104804
"chr8-41827855-41829247",1.82711757473254e-06,-0.989296852442045,0.376,0.518,0.227633270165628
"chr19-18152044-18154666",1.83362008711829e-06,0.348681799878749,0.688,0.64,0.228443392173719
"chr10-124740126-124745062",1.84304130072863e-06,-1.07948862448172,0.316,0.515,0.229617143492578
"chr12-113056440-113058304",1.85147146088503e-06,1.8259969038242,0.188,0.064,0.230667423425822
"chr4-168479743-168481548",1.8526813347064e-06,0.673878230414162,0.508,0.388,0.230818156765732
"chr13-60009513-60009807",1.85396305726412e-06,1.53488711626136,0.128,0.056,0.230977841452308
"chr15-88635061-88636891",1.85706932590481e-06,1.15780491536433,0.28,0.146,0.231364839037177
"chr18-63421886-63423242",1.85711096322151e-06,0.550599343978918,0.584,0.471,0.231370026463915
"chr5-57137846-57138547",1.85928791351326e-06,-2.08159318334343,0.048,0.181,0.231641243992962
"chr5-141325955-141326671",1.86213543112491e-06,0.897098741708428,0.34,0.211,0.231996004822128
"chr7-90119209-90119738",1.86807504520814e-06,1.73650479291528,0.144,0.037,0.232735997582302
"chr12-6890784-6891818",1.87159375434644e-06,-0.827222760568751,0.336,0.52,0.233174379479006
"chr3-14439240-14440032",1.87612256889081e-06,1.49502179364114,0.184,0.069,0.233738606367831
"chr7-44747998-44749760",1.88573865162927e-06,0.463395370833473,0.676,0.568,0.234936635651885
"chr6-87151575-87152842",1.88689500458372e-06,0.635658147586173,0.356,0.217,0.235080701041068
"chr19-19485052-19485663",1.88755033124523e-06,-2.73230386700188,0.016,0.13,0.235162345568518
"chr22-42313688-42314856",1.88818085524148e-06,-1.91499374131669,0.092,0.22,0.235240900031114
"chr10-88879581-88881612",1.90036479901421e-06,0.589325831475503,0.476,0.314,0.236758848849984
"chr1-203304304-203312175",1.9022972793585e-06,-0.909997219559145,0.54,0.657,0.236999608846158
"chr19-46784244-46789077",1.90338740375649e-06,1.10220729109872,0.388,0.217,0.237135423084406
"chr9-125829616-125830298",1.91125921761824e-06,1.67427830682867,0.164,0.057,0.238116140886186
"chr7-91636141-91636480",1.92286688904997e-06,1.52395255029858,0.116,0.043,0.23956229423918
"chr10-22339967-22341617",1.92591672195702e-06,0.445694467699705,0.508,0.391,0.239942260721737
"chr12-116533095-116534994",1.92962995256864e-06,0.681946323104216,0.396,0.259,0.240404877270717
"chr13-94595402-94596736",1.93403421142425e-06,0.632085198542855,0.492,0.351,0.240953586264501
"chr7-135210632-135212406",1.9361497528211e-06,0.435705518201816,0.628,0.554,0.241217153104969
"chr4-70838662-70840489",1.93784768184159e-06,0.553410190616991,0.588,0.479,0.241428691289916
"chr1-43544313-43546827",1.93946515790626e-06,-1.17267298540361,0.272,0.409,0.241630206162909
"chr20-10511337-10512002",1.94001223600675e-06,1.08652289107776,0.216,0.117,0.241698364435137
"chr13-21176066-21177329",1.95485347938848e-06,0.608401342730634,0.54,0.417,0.243547375583093
"chr17-67514987-67515603",1.95511284615056e-06,1.72698309255873,0.196,0.07,0.243579689050513
"chr18-2905907-2907896",1.96316176431833e-06,1.50366693680825,0.22,0.105,0.244582471569363
"chr17-46832995-46833350",1.96451349779765e-06,2.00108985231824,0.108,0.035,0.244750878636618
"chr11-57565903-57568743",1.96657215379562e-06,0.546635543057957,0.404,0.314,0.245007358352781
"chr15-52709556-52710572",1.97721403692062e-06,-2.34374125373146,0.028,0.159,0.246333188003793
"chr10-124522788-124523978",1.97809099348137e-06,0.926186024376066,0.304,0.164,0.24644244451387
"chr2-101696349-101700339",1.97963728410823e-06,0.57715245899515,0.468,0.353,0.246635090677908
"chr1-58779086-58786163",1.98067119177758e-06,-0.681398203580279,0.756,0.829,0.246763901098801
"chr19-47094745-47097085",1.98190354977359e-06,-1.64743444797757,0.18,0.282,0.246917435652093
"chr1-1143748-1145485",1.98280522955768e-06,-2.26462619040546,0.036,0.183,0.247029772329674
"chr2-196175681-196178548",1.9832817016819e-06,3.34289253321113,0.104,0.011,0.247089134085742
"chr11-61602768-61604120",1.98660110963874e-06,-1.16573829751439,0.32,0.488,0.247502685845452
"chr3-169811668-169814427",1.99107737041556e-06,0.579007947506939,0.484,0.352,0.248060365270593
"chr2-178413254-178415166",1.99112506759801e-06,0.537227977064302,0.42,0.317,0.248066307671765
"chr5-14727299-14727950",1.99379073379069e-06,1.33535107264173,0.208,0.095,0.248398412360047
"chr21-35940239-35940670",1.99907847750603e-06,2.29060032612798,0.1,0.021,0.249057191198567
"chr13-73000054-73000436",2.00208997583726e-06,1.3911825866814,0.116,0.051,0.249432381729661
"chr1-202154774-202155715",2.00519539216742e-06,-3.47164641614316,0.016,0.123,0.24981927312857
"chr9-106862204-106864922",2.00794639726602e-06,0.586224042282403,0.528,0.361,0.250162009849784
"chrX-11138714-11139168",2.00869240762029e-06,1.16381904956405,0.172,0.07,0.250254952295782
"chr11-74311223-74312725",2.01108103616358e-06,-1.77021942466725,0.08,0.233,0.250552541971476
"chr2-130726748-130729792",2.01627499287461e-06,0.391920014103288,0.616,0.514,0.251199636262276
"chr15-40342612-40345135",2.02949815900811e-06,-1.77409290049658,0.1,0.256,0.252847057638184
"chr18-22978185-22978782",2.0310977245303e-06,1.33634251419294,0.148,0.059,0.253046341108332
"chr11-66720139-66721087",2.03962979115496e-06,-2.17026616394786,0.056,0.187,0.254109317160832
"chr7-29955118-29956511",2.04534949924338e-06,-4.500896674782,0.008,0.126,0.254821912712736
"chr7-100483051-100484185",2.04577830102271e-06,0.711388114977185,0.524,0.358,0.254875335411215
"chr12-58765913-58766470",2.0486099691367e-06,0.867811677946886,0.368,0.216,0.255228121614865
"chr4-127963634-127966235",2.04909353649804e-06,0.362123076812453,0.7,0.631,0.255288367338145
"chr7-75993389-75995244",2.05136382993162e-06,0.609181772352458,0.552,0.409,0.255571214115861
"chr5-146620681-146621208",2.05579978909935e-06,1.30078101317482,0.164,0.076,0.256123872524732
"chr13-80338766-80343484",2.06653575204653e-06,0.291543825185106,0.728,0.662,0.257461423204469
"chr22-41681711-41682958",2.07296654993038e-06,1.30325123589709,0.2,0.095,0.258262610589627
"chr2-200373844-200374709",2.07687405847026e-06,1.73630780022604,0.128,0.044,0.258749431448576
"chr4-38069168-38069599",2.09056525094963e-06,1.38912005964238,0.236,0.112,0.260455162354811
"chr7-19708446-19709604",2.09255816063195e-06,0.710212521244414,0.488,0.362,0.260703451000492
"chr18-12702046-12703599",2.095534723691e-06,0.652258493423785,0.524,0.389,0.261074289085767
"chr22-46563242-46564466",2.09795034435837e-06,-1.93243099918208,0.056,0.21,0.261375241602232
"chr2-73290165-73294068",2.10451283019232e-06,-1.24422220639965,0.228,0.427,0.262192835462341
"chr12-88431061-88431905",2.10811277765254e-06,-1.43820777191846,0.204,0.3,0.262641338516619
"chr20-36950057-36952306",2.11228979742509e-06,0.584113087989437,0.528,0.416,0.263161736702002
"chr7-36911692-36912205",2.11730916340014e-06,1.2301796933722,0.296,0.15,0.26378707943137
"chr5-65102511-65103829",2.12607359889424e-06,0.833969252696944,0.376,0.222,0.264879005391838
"chr3-12954754-12955672",2.1292053472602e-06,1.43383476542007,0.224,0.089,0.26526917739376
"chr11-60701166-60701676",2.13380686547228e-06,0.980222560794768,0.204,0.101,0.26584246214173
"chr11-134068660-134069977",2.1365238143484e-06,1.0999933621858,0.244,0.115,0.26618095593441
"chrX-110001923-110004678",2.13915932510598e-06,0.378122119629742,0.584,0.467,0.266509303677653
"chr19-45766874-45771303",2.15693957158432e-06,0.221480742529104,0.84,0.787,0.268724473465404
"chr12-45989466-45992402",2.15769182611657e-06,0.234900090043894,0.832,0.793,0.268818193848559
"chr6-44001326-44003730",2.17870916175579e-06,-1.80437301465296,0.116,0.282,0.271436659626507
"chr22-42716148-42717626",2.18207194563655e-06,-2.95712677698439,0.024,0.131,0.271855615419075
"chr1-226679731-226680675",2.18583866049661e-06,1.32301952640383,0.204,0.089,0.272324895356631
"chr20-63696174-63697471",2.19744759777429e-06,2.057240771235,0.152,0.041,0.273771206416308
"chr8-116938191-116938738",2.21278954143317e-06,0.946817512876766,0.22,0.104,0.275682597808993
"chr12-49366312-49368394",2.2129066395184e-06,0.37891629773593,0.632,0.545,0.275697186591039
"chr8-118548774-118549177",2.22093466951123e-06,1.2905569964879,0.124,0.054,0.276697366735726
"chr12-6752131-6754258",2.22159386848492e-06,-0.687931479120639,0.52,0.683,0.276779493699062
"chr7-1169649-1170475",2.22382920743892e-06,0.812838107260009,0.204,0.133,0.277057985637985
"chr7-5527779-5533476",2.23828633153327e-06,0.38694495143442,0.772,0.662,0.278859140900404
"chr16-29784138-29785500",2.24804732625369e-06,-2.48465968542115,0.032,0.155,0.280075224188642
"chr19-41784782-41786022",2.250880425453e-06,1.80000754906624,0.196,0.065,0.280428188685487
"chr19-37505953-37507330",2.25838695134896e-06,0.545897562716072,0.464,0.343,0.281363396720762
"chr11-82695607-82696138",2.2613983297327e-06,-1.91094302485436,0.06,0.195,0.281738572308078
"chr19-39823988-39825183",2.26180250446604e-06,0.541078155571889,0.556,0.421,0.281788926821405
"chr4-2412126-2414408",2.26209493254877e-06,0.702847026651101,0.452,0.336,0.281825359266521
"chr8-1476265-1477495",2.2671069591646e-06,-3.54125517665017,0.008,0.122,0.28244978761448
"chr17-42111918-42113196",2.26949770533015e-06,0.729419954406927,0.368,0.229,0.282747641116263
"chr16-30984878-30986058",2.27315528864753e-06,-1.31543792988662,0.156,0.285,0.283203324791441
"chr16-4313756-4318390",2.27604291633052e-06,-0.893554849535172,0.4,0.553,0.283563082773955
"chr8-124997678-124999561",2.27869956769254e-06,-0.865118064813072,0.428,0.58,0.283894064340542
"chr19-47272795-47276556",2.28976105712742e-06,0.316342936082675,0.772,0.689,0.285272171063277
"chr9-133989845-133994850",2.28996902101421e-06,0.38211854533719,0.704,0.584,0.285298080452076
"chr3-129343630-129344356",2.29330851595846e-06,-2.77503914064407,0.028,0.13,0.285714134769201
"chr4-56530143-56531123",2.29342612954632e-06,1.05889128356583,0.36,0.193,0.285728787775658
"chr12-108633255-108636317",2.29585254684438e-06,2.27720214294117,0.148,0.05,0.286031085401154
"chr17-27332250-27333628",2.30119936867096e-06,0.45301377679607,0.62,0.505,0.286697224545241
"chr6-33199829-33201435",2.30347960748729e-06,-0.883797952503677,0.36,0.561,0.286981310378412
"chr13-114115105-114116229",2.30469674326052e-06,-7.22969028254961,0.004,0.217,0.287132948455855
"chr19-55647229-55648752",2.3102347966593e-06,1.04088597847839,0.356,0.189,0.287822912376595
"chr15-62135327-62136269",2.32096308912764e-06,-1.62267107662392,0.172,0.291,0.289159507422056
"chr15-65981932-65982725",2.32714867792636e-06,0.829448681477164,0.304,0.172,0.289930145188133
"chr9-100601145-100601580",2.32726789522801e-06,1.43354047663366,0.12,0.05,0.289944997994876
"chr19-19364663-19365364",2.32997894797803e-06,1.07552120436869,0.156,0.088,0.290282757212791
"chr19-52048325-52049685",2.33403818063921e-06,0.607666140036649,0.524,0.386,0.290788480773117
"chr3-170907878-170909998",2.33461901676029e-06,0.775041852794165,0.412,0.26,0.290860844822098
"chr13-51614350-51614975",2.33742446297938e-06,1.11446890571994,0.2,0.093,0.291210364144749
"chr8-125700171-125701049",2.33920953534292e-06,-1.85732885888157,0.06,0.217,0.291432759170233
"chr4-123649153-123650444",2.34170236244253e-06,0.720761799135497,0.444,0.322,0.291743330527265
"chr4-128427772-128428284",2.34255823063105e-06,1.18749332964192,0.272,0.145,0.2918499597214
"chr8-47260270-47261560",2.34332287872443e-06,-1.04377138602538,0.284,0.478,0.291945224168762
"chr7-156608985-156609374",2.34595894316657e-06,1.76210424174586,0.116,0.035,0.29227364089335
"chr4-81405755-81406429",2.34732934799066e-06,1.8344547850673,0.144,0.048,0.292444374148765
"chr14-99264675-99275166",2.35719123099468e-06,1.26203277263089,0.296,0.178,0.293673026704703
"chr3-156815591-156817816",2.35925953098345e-06,0.390102381518348,0.448,0.375,0.293930707927104
"chr18-59083892-59084608",2.38497195914669e-06,1.53637568087997,0.184,0.073,0.29713411650225
"chr14-21097645-21098977",2.3884183357421e-06,1.185962092565,0.276,0.144,0.297563486776765
"chr17-28384263-28385438",2.3897366387407e-06,-2.37299775339517,0.032,0.165,0.297727728874149
"chr11-10302400-10308453",2.39865938891379e-06,0.15153859319058,0.752,0.637,0.298839378627213
"chr5-172736067-172736649",2.40063465264937e-06,1.39052882459515,0.152,0.061,0.299085468834974
"chr20-38730860-38731906",2.4016862521511e-06,1.41016816459795,0.248,0.119,0.299216483410497
"chr12-57086092-57090342",2.40469940995786e-06,0.351073429314376,0.76,0.682,0.29959188068901
"chr10-97318402-97322129",2.40740660100964e-06,-1.11390431331252,0.32,0.51,0.299929158793387
"chr13-113208015-113210458",2.41445503290815e-06,0.432689212019066,0.724,0.574,0.300807294729895
"chr19-4909552-4912432",2.43269345934529e-06,0.712603296500416,0.472,0.327,0.303079547325993
"chr4-120921815-120923204",2.43928519149992e-06,-2.32525977257847,0.036,0.133,0.303900784868209
"chr3-31461839-31463061",2.44180580898468e-06,2.36106832817228,0.116,0.029,0.304214818518166
"chr17-50345043-50346934",2.45623978630682e-06,0.53808728100637,0.508,0.395,0.306013090016822
"chr17-63740908-63743118",2.46223545391056e-06,0.36085454284434,0.68,0.576,0.306760066260901
"chr1-245952651-245954832",2.46457249654704e-06,1.96160534393159,0.132,0.043,0.30705122905481
"chr6-31651577-31653374",2.46591084256409e-06,-0.870285548163912,0.404,0.573,0.307217968231689
"chr13-49791219-49793680",2.46645464300416e-06,0.325490303966453,0.732,0.678,0.307285718153316
"chr6-148559703-148560482",2.4671304764335e-06,-1.5982029763532,0.1,0.248,0.307369917536944
"chr4-40908022-40909922",2.46851469497483e-06,0.518677203682133,0.432,0.313,0.307542371788135
"chr1-38213612-38214214",2.47520235811274e-06,-2.49402932488584,0.044,0.156,0.308375560987834
"chr10-103542711-103543649",2.47837150570125e-06,1.14287339244694,0.228,0.123,0.308770392409297
"chr19-12400203-12401719",2.48518847770336e-06,0.404978865769006,0.592,0.478,0.309619691683151
"chr5-125612300-125613071",2.4942904005552e-06,0.551662157391764,0.348,0.195,0.31075366384357
"chr14-21092387-21093149",2.49706484740945e-06,-1.56394113228487,0.064,0.22,0.311099321079353
"chr4-82899688-82901550",2.4982195946419e-06,0.420809261405564,0.72,0.608,0.311243186418055
"chr19-5990338-5990741",2.50059860690858e-06,1.57227518005016,0.128,0.046,0.311539578040312
"chrX-66638586-66639551",2.50565313929894e-06,-3.71754851308708,0.012,0.117,0.312169302012698
"chr19-12880637-12882012",2.52513503520217e-06,-1.28739109122993,0.152,0.323,0.314596473495697
"chr10-101817218-101819503",2.52574299351192e-06,-0.823899542422003,0.456,0.625,0.314672216589676
"chr10-132022987-132023681",2.52702918235768e-06,-2.89456277909777,0.02,0.137,0.314832457713214
"chr6-26571467-26573026",2.54557980075329e-06,-1.3899000098055,0.12,0.298,0.31714360505665
"chr5-90473176-90475309",2.54741598497008e-06,0.242291356806573,0.748,0.67,0.317372367903482
"chr11-45332335-45334057",2.57076947532109e-06,0.907741430743581,0.252,0.149,0.320281885852353
"chr8-142608650-142609614",2.57521353542398e-06,-1.79615557490645,0.084,0.234,0.320835553524333
"chr8-94822315-94824090",2.58620875935958e-06,-0.789652179286225,0.464,0.626,0.322205404493572
"chr10-12631526-12632585",2.58710481285823e-06,0.821933228971625,0.32,0.159,0.322317040214755
"chr17-42287093-42290097",2.59050249770409e-06,0.588244249461954,0.388,0.266,0.322740344178962
"chr12-127145843-127146636",2.59488112791985e-06,0.961214884320093,0.292,0.169,0.323285860203022
"chr1-25773376-25773903",2.59896354858996e-06,0.613814737075539,0.164,0.103,0.323794472664628
"chr13-20525025-20526862",2.6139595977021e-06,0.700916004861906,0.436,0.314,0.325662770439314
"chr12-49093704-49095027",2.61598639333094e-06,-2.97704377065415,0.032,0.117,0.325915280799528
"chr3-126523350-126525051",2.61889696366143e-06,-1.57693262245389,0.136,0.281,0.326277897114723
"chr1-145960172-145963446",2.62223222254444e-06,0.653419096038051,0.368,0.268,0.326693423677922
"chr12-4027281-4027970",2.62684318683221e-06,-1.77996836954093,0.08,0.209,0.327267885274677
"chr14-35332049-35334409",2.64010623535775e-06,-2.6285714969756,0.02,0.134,0.328920275438281
"chr7-151080207-151081822",2.64565782354831e-06,0.529173443206819,0.584,0.437,0.329611925604589
"chr11-68008404-68011094",2.6540514144162e-06,-1.75495228606801,0.08,0.219,0.330657649516456
"chr3-72158219-72159342",2.66292774994225e-06,-3.55627805735815,0.016,0.12,0.331763516654305
"chr1-6034006-6034871",2.66977920258272e-06,-3.5184234056142,0.02,0.121,0.332617111732971
"chr2-70552693-70554559",2.67768285316721e-06,-1.1680068570726,0.18,0.352,0.33360179594469
"chr17-27805357-27806343",2.68071129655162e-06,1.00266572107668,0.264,0.154,0.333979097592181
"chr4-88514817-88516069",2.68102920901347e-06,0.768308884041723,0.336,0.243,0.334018705034152
"chr22-37501019-37502998",2.68271780207938e-06,-1.0554613483698,0.308,0.458,0.334229080089862
"chr17-56913210-56914809",2.68284294197363e-06,0.530479195948346,0.556,0.421,0.334244670768727
"chr13-75537370-75538468",2.68337806406726e-06,0.727002021154567,0.448,0.308,0.334311339489884
"chr9-76393594-76395380",2.68832386659932e-06,0.438497832137573,0.628,0.524,0.334927517244143
"chr13-112930883-112932026",2.69047187068506e-06,0.738779723594156,0.436,0.287,0.335195128481169
"chr3-127524234-127524732",2.69051172788999e-06,1.33771233260285,0.168,0.053,0.335200094130902
"chr11-94602735-94603435",2.69756336235885e-06,-3.90343546401393,0.012,0.117,0.336078629062839
"chrX-103628502-103630350",2.69873274950636e-06,0.631907519359378,0.436,0.342,0.336224318329999
"chr7-102424660-102427255",2.70397626255428e-06,3.09976866608491,0.104,0.015,0.336877586646588
"chr9-121285720-121289819",2.71118427906161e-06,0.628462636731741,0.536,0.375,0.33777560459117
"chr9-128132041-128132525",2.71328770500535e-06,0.821352627552985,0.232,0.119,0.338037662015797
"chr6-188638-191201",2.72245393021524e-06,-1.95482988180935,0.052,0.2,0.339179645349796
"chr14-50342661-50343146",2.72437165502155e-06,1.75176713826844,0.196,0.066,0.339418567012515
"chr11-74018276-74019157",2.72891749016512e-06,-2.39287178982256,0.048,0.156,0.339984914429712
"chr15-40238509-40241012",2.73269302234127e-06,-1.28292379004982,0.224,0.388,0.34045529288141
"chr2-72983507-72984589",2.74091647409396e-06,-2.0323420415302,0.068,0.153,0.34147981984147
"chr1-22153363-22154495",2.74274449468062e-06,-2.84630868404596,0.044,0.135,0.34170756561428
"chr2-85412882-85414302",2.74299742624685e-06,-3.02360132001958,0.02,0.14,0.34173907734639
"chr10-45671966-45673844",2.77081718070305e-06,-0.846842857280793,0.444,0.624,0.345205029275071
"chr17-35241591-35245036",2.78058776594814e-06,0.521066764390762,0.504,0.408,0.346422307408415
"chr5-112976114-112978250",2.78309268598259e-06,0.530161114292488,0.536,0.435,0.346734385375827
"chr13-87810361-87811432",2.78408500203226e-06,0.765389326240645,0.304,0.189,0.346858014063191
"chr2-65030357-65033594",2.80171774148404e-06,2.27609895327995,0.112,0.036,0.34905480654053
"chr6-129751762-129753149",2.82040866059289e-06,-1.84000860270495,0.068,0.198,0.351383433388626
"chr5-177494192-177498498",2.82269842716296e-06,-0.929682064986976,0.38,0.554,0.351668706246524
"chr11-64181415-64182020",2.8240342832504e-06,-1.96754704991923,0.056,0.195,0.351835135213034
"chr7-44073475-44074672",2.82970941108175e-06,0.933260594658414,0.284,0.166,0.352542176689031
"chr7-72878996-72880339",2.83172410406514e-06,0.795601813948495,0.436,0.272,0.352793179229059
"chr8-27325063-27327522",2.83193947515123e-06,0.507286218950421,0.384,0.309,0.352820011451191
